http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=470781&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=248,160710,s7 6s 뭐가 좋을까요??,진짜 뭐살지 고민되요 지금까지 근4년간 노트2쓰다가 이제 바꿀려고 하는데 뭐가 좋을까요??,204,2017-04-03 17:11:07.741000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=470567&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=248,160710,S6 보조금 제한 풀린다는데,좋은 조건 올라왔으면 좋겠어요,257,2017-04-03 17:11:08.444000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=470525&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=248,160710,S7 이랑 S7엣지,일반 S7이랑 S7엣지랑 화면 크기랑 엣지 유무 차이 말고 다른점 있나요??,220,2017-04-03 17:11:09.170000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=470107&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=248,160710,S7,노트7나오면 겔7 기계값이 떨어질까요?,156,2017-04-03 17:11:10.510000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=469923&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=248,160710,ㅜㅜ노트7나오면살껄 괜히 s7으로넘맘급하게바꿧나봐요ㅜ,ㅜㅜ,299,2017-04-03 17:11:11.519000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=469911&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=248,160710,S7 299요금제 조건 좋네요,번이가 40개 한달전에는 없었는디 흑ㅠ,525,2017-04-03 17:11:12.861000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=469728&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=248,160710,새벽에 주문한 s7엣지 해피콜 올까봐 잠 설쳤는데...,ㅍㄱㄱ님 LGT S7 엣지번이 새벽 늦게 신청서 넣고 혹시나 해피콜 올까봐 9시(수정:아침9시)부터는 잠 설쳐가면서 1~2시간마다 전화 왔나 확인하고 다시 눕고 그랬는데... 일어나서 스노방의 원글의 댓글을 살펴 보니 주말간 접수건 해피콜은 월요일 진행되십니다. 감사합니다^^ .....................ㅠㅠ 나 뭐한거지....oTL 해피콜 안 놓친걸로 위안을 삼아야겠네요.ㅠㅠ,125,2017-04-03 17:11:13.753000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=469727&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=248,160710,갤 s7  번이 4대 구매하고 싶습니다,sk > kt or lgt 3대 kt > skt 1대 구매하고 싶은데 저렴한 곳 좌표 있는거 아시는분? 대전 충남 충북 세종 내방가능하구~ 택배수령도 좋습니다,154,2017-04-03 17:11:14.490000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=469726&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=248,160710,S7 사용자분들 웹서핑시 글 번짐 어떤가요??,글자 번짐 괜찮나요. 아몰레드는 갤럭시 S5로 적응했었는데..;; S5는 2년이상 잘 사용했습니다. 근데 S7은 스크롤시 글자 번짐이 더 심한 느낌이네요. 웹에 찾아보니 비슷한 증상으로 글 올린 분도 계시긴 하든데... 센터를 가봐야 하나 고민 좀 해야겠네요.@.@,61,2017-04-03 17:11:15.341000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=469637&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=248,160710,ㅋㅌ  s7 어디까지 내려갔었나요??,s7 가격 번이 어디까지 내려가었는지 아시는분 계신가요? 요즘에 좀 핫하다가 그쳤다고는 하던데,145,2017-04-03 17:11:16.019000
