id,date,title,content,product
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g6&page=3&document_srl=9615565289,2017-03-31,g6 삿는데 갤럭시8도 사야겠다,?퍼플 실물보고 이쁘면 바로 지른다?이 게시물을...,g6
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g6&page=3&document_srl=9615317574,2017-03-31,언케 보니 g6 화면켜짐 서너시간이라내 ㅡㅡ,?실화냐? 시발 요즘세상에 저거믿고 쓸수있냐 ㅡㅡ이 게시물을...,g6
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g6&page=3&document_srl=9615153031,2017-03-30,ㅋㅋㅋㅋ 언더케이지 G6죽도록 까네," 근자감, 비쌈이 게시물을...",g6
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g6&page=3&document_srl=9615044640,2017-03-30,7엣지/노트7/갤8+ 중에서 무슨 폰이 사기 좋다고 보냐  다 강력한 단점이있는데 골라주라,"7엣지: ?단점:신도림서 헬지기변가 30정도는 기본으로 잡아야함 더군다나 곧 공시지원금 내려서 더 비싸질듯 ?이 가격이면 ㄹㅇ 딴폰사고말듯?? ? ? ? ? ? ? ? ? ?화면크기는 5.5라던데 내기준에 약간 못미치는 크기..(g6도 작아보임 나한텐) , 후기도 극과극수준노트7: ? 5~60후반예상.공기계. 화면5.7로 ?내기준 ?ㅅㅌㅊ? ? ? ? ? ? 단점: 출시가 너무 늦는다 최소6월 ... /업뎃 1~2회한다는데 별 신경안쓰면서도 이러니까 ㅈ같아짐 먼가갤8+: ? 화면크기는 6.2인치로 ㅆㅅㅌㅊ,최신폰?? ? ? ? ? ? 단점:아직 직접 본적도 없고 대부분이 길쭉하고 대부분영상이 짤린다고해서 아쉽다. 또 지잡학식충에겐 너무 센가격이 너무 부담..참고로 난 디자인 무신경 화면크기는 최대한크면 좋음(현제 5.9인치쓰는중) 폰으로 영상만 봄.먼폰사는게 좋냐 지금쓰는폰 고장나서 바꿔야함?이 게시물을...",g6
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g6&page=3&document_srl=9614803912,2017-03-30,G6 vs S7,뭐가나을까?동네 오프라인매장에서 가격은 어느정도해?이 게시물을...,g6
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g6&page=3&document_srl=9614771883,2017-03-30,최근 강변신도림에서 g6구매한게이??,?얼마쯤한오??이 게시물을...,g6
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g6&page=3&document_srl=9614729386,2017-03-30,"3주째 폰 고민중이다.노트7,갤8+,7엣지중에서 고민중임 의견좀 써주라 ..","7엣지: ?신도림서 헬지기변가 30정도는 최소로 잡아야할것 같더라..더군다나 공시도 떨군다더만 시발; 그가격이면 따른폰을 사고말지 ㄹㅇ? ? ? ? ? ?최신폰도아니면서 비싸면서도 애매한가격,화면크기가 애매.. (5.5인치 인데 g6가 작게 느껴졌는데 엣지도 작을것같은 느낌)노트7: ? 5~60후반예상.공기계. 화면5.7로 ?내기준 ?ㅅㅌㅊ? ? ? ? ? ?출시가 좀늦는것과 업뎃 1번하고 버린다는 의견이 많던데 이것 두개만 아쉽다갤8+: ?화면크기는 6.2인치로 ㅆㅅㅌㅊ같지만 직접 본적도 없고 길쭉하고 체감은 작다고해서 아쉽다.그리고 ?지잡학식충에겐 너무센가격... ㅠㅠ찬고로 난 디자인 잘 안보고 화면크고 sd 지원했으면 함..그리고 온가족이 4년넘게 lg 한방에yo에 묶였는데 혜택을 아직 몰라서 기변이 이득일지 번이가 이득일지도 모르고 있음 ㅅㅂ..(담주쯤알게될듯)범위는 대충 정했는데 고르기가 ?힘들다..머사야되냐? 투표좀 해줘 이유랑결정장애라 ㅈㄴ 힘들다이 게시물을...",g6
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g6&page=3&document_srl=9614642053,2017-03-30,G6 오늘 실제로 본소감,?의외로 이쁨갤8때문에 웃음거리 되었지만니들도 실제로 만져보면 생각 달라짐G6괜찮은폰이더라근데 G6실제로 보고도 질질쌌는데갤8은 실제로 보면 어느정도란말인가이 게시물을...,g6
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g6&page=3&document_srl=9614624304,2017-03-30,g6 사러가야지 좀안간ㅋㅋ,갤8 너무 길쭉하니 별로더라이 게시물을...,g6
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g6&page=3&document_srl=9614558759,2017-03-30,g6근데 평은 나쁘지않나보네,"?발열심하다,프리징현상 심하다 그런글을 못봤노이 게시물을...",g6
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g6&page=3&document_srl=9614548495,2017-03-30,갤s8 보고왔는데 내스탈은아니다,?너무 길어g6간다ㅅㄱㅇps. 어그로꾼아님이 게시물을...,g6
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g6&page=3&document_srl=9614501467,2017-03-30,일베가 엘지 싫어하는건 아는데 '객관적'으로 G6랑 S8 뭐가 더 혁신적이야?,일베가 엘지 싫어하는건 아는데 '객관적'으로 G6랑 S8 뭐가 더 혁신적이야?이 게시물을...,g6
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g6&page=3&document_srl=9614360888,2017-03-30,갤럭시S8 vs g6,?똑같은 똥드일뿐임이 게시물을...,g6
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g6&page=3&document_srl=9614323130,2017-03-30,G6 샀다~,KT기변 으로 29줬다딱 좋다이 게시물을...,g6
