/board/view/?id=smartphone&no=4523001&page=1&search_pos=-4470000&s_type=search_all&s_keyword=g6,2017-02-01 04:40:14,육스플인데 폰바꾸고싶다,배터리 최강인폰으로 가고싶다 lg지는 홈버튼이별루고 삼성은 요즘 하는행태가 좆같고 후 걍g6나올때까지 기달리냐,2017-05-01 18:47:18.598000
/board/view/?id=smartphone&no=4522860&page=1&search_pos=-4470000&s_type=search_all&s_keyword=g6,2017-01-31 19:02:25,유모비 V20 괜찮네. 더 기다릴까 살까,유모비 데이터 플러스 4.5G 쓰고 24개월 4만7천원이네. 부가세 포함.괜찮은듯?G6 나온다고 더 싸질까?더 기다린다. 그냥 산다. 고민이로다,2017-05-01 18:47:20.046000
/board/view/?id=smartphone&no=4522694&page=1&search_pos=-4470000&s_type=search_all&s_keyword=g6,2017-01-31 09:41:49,g6 ap 821 달고,카메라 디스플레이 오디오 갤럭시 씹어먹을 것 같다갤럭시s8 갈갈이 찢겨서 산산조각날 것 같다,2017-05-01 18:47:22.677000
/board/view/?id=smartphone&no=4522620&page=1&search_pos=-4470000&s_type=search_all&s_keyword=g6,2017-01-30 22:09:24,g6 기다리기 vs v20 싸게사기,닥전?,2017-05-01 18:47:25.190000
/board/view/?id=smartphone&no=4522408&page=1&search_pos=-4470000&s_type=search_all&s_keyword=g6,2017-01-30 02:10:50,S8. G6 좇나좋게 나올것같지않냐??,S7도 좋은데 S8은 노트7 사태때문에 존나 필사적으로 만들었을것같고 G6도 지금 LG스마트폰 적자때문에 구조조정에 스마트폰 접느냐 마느냐 하는 상황이라 사활을 걸었을것같은데 ㅋㅋ 존나 기대되네 ㅋㅋㅋ,2017-05-01 18:47:26.224000
/board/view/?id=smartphone&no=4522371&page=1&search_pos=-4470000&s_type=search_all&s_keyword=g6,2017-01-29 23:43:30,지금 스마트폰 사기 애매한 시기냐?,곧있으면 s8g6 엑스페리아 등등신제품 런칭할거같은 조짐이 보이는데 이 시기가 제일 애매한 시기야?,2017-05-01 18:47:27.285000
/board/view/?id=smartphone&no=4522229&page=1&search_pos=-4470000&s_type=search_all&s_keyword=g6,2017-01-29 14:39:29,엘지 G6 화면 비율이 왜 18:9냐?,정상적이여도 살까 말까인데뭐 저따구 비율로 나옴?HD 컨텐츠가 전부 16:9로 나오는데화면 상단 다 짤려서 나오겠네 ㅋㅋㅋ,2017-05-01 18:47:29.537000
/board/view/?id=smartphone&no=4522092&page=1&search_pos=-4470000&s_type=search_all&s_keyword=g6,2017-01-28 20:29:24,g6 다이아몬드 커팅 쓴거보니까 좆나 촌스러보임ㅋㅋㅋㅋ,다이아몬드커팅 유행 다 지나지않앗너 ㅋㅋㅋ - dc official App,2017-05-01 18:47:32.834000
/board/view/?id=smartphone&no=4521975&page=1&search_pos=-4470000&s_type=search_all&s_keyword=g6,2017-01-28 13:29:24,LG G6 탄소나노튜브 배터리 쓴다는데,실용량 5000 ~ 6000 정도 되지 않을까웬종일 써도 충전 필요없을 듯,2017-05-01 18:47:35.121000
/board/view/?id=smartphone&no=4521951&page=1&search_pos=-4470000&s_type=search_all&s_keyword=g6,2017-01-28 11:24:27,s8 g6 둘다 해상도 저따구냐,ㄹㅇ극혐이노,2017-05-01 18:47:36.404000
/board/view/?id=smartphone&no=4521690&page=1&search_pos=-4470000&s_type=search_all&s_keyword=g6,2017-01-27 14:37:14,g6갤알파  확대해놓은거같네,2.5d글라스 아니라서 더 촌스러보일듯,2017-05-01 18:47:37.649000
/board/view/?id=smartphone&no=4521661&page=1&search_pos=-4470000&s_type=search_all&s_keyword=g6,2017-01-27 12:19:20,G6 이쁘네 ,엘지는 근데 UX가 너무 유아틱하면서도 틀딱냄새나서 조까틈,2017-05-01 18:47:38.699000
/board/view/?id=smartphone&no=4521660&page=1&search_pos=-4470000&s_type=search_all&s_keyword=g6,2017-01-27 12:10:11,G6 디스플레이 모서리 왜 둥그냐 ㅋㅋ,ㅋㅋㅋ,2017-05-01 18:47:39.759000
/board/view/?id=smartphone&no=4521604&page=1&search_pos=-4470000&s_type=search_all&s_keyword=g6,2017-01-27 10:03:53,헬쥐 g6 정면 샷.jpg,ㄹㅇ인가?,2017-05-01 18:47:40.820000
/board/view/?id=smartphone&no=4521586&page=1&search_pos=-4470000&s_type=search_all&s_keyword=g6,2017-01-27 07:14:55,헬쥐 g6 저렇게 보면 노트5같이 생겼는데,.......,2017-05-01 18:47:41.906000
/board/view/?id=smartphone&no=4521579&page=1&search_pos=-4470000&s_type=search_all&s_keyword=g6,2017-01-27 05:57:41,헬쥐 g6 뒷판떼기가 궁금하다,근데 두꺼워 보이네,2017-05-01 18:47:43.136000
/board/view/?id=smartphone&no=4521553&page=1&search_pos=-4470000&s_type=search_all&s_keyword=g6,2017-01-27 01:14:43,[UnderKG]LG G6실사 입수(단독),http://underkg.co.kr/news/1692748,2017-05-01 18:47:44.211000
/board/view/?id=smartphone&no=4521522&page=1&search_pos=-4470000&s_type=search_all&s_keyword=g6,2017-01-26 23:22:39,갤s8 vs g6,뭐 살 거임 - dc official App,2017-05-01 18:47:45.504000
