http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=380202&sfl=wr_subject%7C%7Cwr_content&stx=g5&sop=and&page=79,160621,G5 친구 끼리끼리 추천 이벤트 합니다.,저의 추천 코드는 : G5-CV74B 입니다.,105,2017-04-03 17:37:54.161000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=380201&sfl=wr_subject%7C%7Cwr_content&stx=g5&sop=and&page=79,160621,ㅅㅋㄱㅂ g5,40이 안뜨네요. 더 기다립니다.,171,2017-04-03 17:37:56.417000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=380029&sfl=wr_subject%7C%7Cwr_content&stx=g5&sop=and&page=79,160621,ㅎㄴㅁㄷ님 ㅅㅋs7기변좀 부탁드려요,징징징 지잉이였나요?,148,2017-04-03 17:38:00.512000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=379851&sfl=wr_subject%7C%7Cwr_content&stx=g5&sop=and&page=79,160621,[g5] 어제 네이버 지도랑 전화부 어플 켰을 때 데이터통신 안 되던게 그래서였나,자꾸 진입 못 하고 로딩상태에서 계속 머무르더라구요. 근데 오늘 g5 데이터통신 관련 소프트웨어 결함 기사...ㅋㅋㅋㅋ 근데 웃긴 건 다른 어플이나 인터넷할 땐 데이터 잘 됐는데 저 두 어플만 안 됐다는 거. 그리고 오늘 다시 실행해보니 또 됨. -_- 허허허,103,2017-04-03 17:38:02.229000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=379802&sfl=wr_subject%7C%7Cwr_content&stx=g5&sop=and&page=79,160621,지5 핑크 ㅋㅌㄱㅂ 했어요,어제 오전에 주문넣었고 저녁에 해피콜받고 오늘배송받았네요 ㅎㅎ 부산서 서울로 보내주신건데도 엄청 빨리와서 놀랫어요. 친구끼리이벤트 코드등록하시는분 추천코드 G5-8M4UX 부탁드려요 ^^* 추천코드 해주시고 본인 추천코드 댓글달아주시면 추천할게요!~,154,2017-04-03 17:38:03.153000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=379613&sfl=wr_subject%7C%7Cwr_content&stx=g5&sop=and&page=79,160621,g5 끼리끼리 추천해드려요,제일먼저 댓글 달아주시는 분께 추천드릴게요 혹시 몰라 제 코드는 G5-B2D5W입니다. 서로 추천해봐요~!,76,2017-04-03 17:38:03.953000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=379531&sfl=wr_subject%7C%7Cwr_content&stx=g5&sop=and&page=79,160621,근 일주일간 봤던 가장 좋은 조건은 이정도 였던거 같네요!!,갤7 스크 번이 징5번 g5 크트 기변 징4.5번 아이폰6 크트 기변 0원 ㅃㅃ와 ㅅㄴㅂ과 ㅅㄷㄹ ㄱㅂ 이야기 들어본 결과인데... 여러분들은 어떠세요??,412,2017-04-03 17:38:04.873000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=379502&sfl=wr_subject%7C%7Cwr_content&stx=g5&sop=and&page=79,160621,요즘 핸드폰 머가 좋나요??,추천좀 해주세여. S7 VS G5 후기좀 알려줘요,72,2017-04-03 17:38:05.745000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=379248&sfl=wr_subject%7C%7Cwr_content&stx=g5&sop=and&page=79,160621,s7 vs g5,ㅋㅌㄱㅂ g5 사려니 lte안되는 결함있다고해서 마음에 걸리네요 ㅠㅠ 운 없으면 계속 교품 받으러 다니기 귀찮을것 같은데 ㅠㅠ ㅅㅋㅂㅇ s7 이 돈 더주기는 해도 덜 귀찮을거 같긴하고 .. g5 가격에 s7 사고싶어요...ㅋㅋㅋ,199,2017-04-03 17:38:06.523000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=379238&sfl=wr_subject%7C%7Cwr_content&stx=g5&sop=and&page=79,160621,G5끼리끼리 추천,끼리끼리 G5-9P953 추천요 첫번째로 댓글남기시는분꺼 저도 추천할게요,78,2017-04-03 17:38:07.228000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=379078&sfl=wr_subject%7C%7Cwr_content&stx=g5&sop=and&page=79,160621,G5 엄청 풀듯,이제 오류 기사도 났으니 엄청 풀겠네요.,306,2017-04-03 17:38:08.009000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=378798&sfl=wr_subject%7C%7Cwr_content&stx=g5&sop=and&page=79,160621,LG전자 “G5 소프트웨어 결함 있다…해결책은 없다”,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=277&aid=0003771481 방금 올라온 기사인데요 일부 기기에서 LTE가 안되는 문제가 있다네요 기기교체 해도 계속 증상이 반복된다는거 봐서는 소프트웨어적인 문제라고는 해도 좀 심각해보이네요 근데 소프트웨어적인 문제면 뽑기랑 관련 없는거 아닌가요? 기사 내용에 일부 기기에서 일어나는 증상이라는 점과 소프트웨어적 문제라는 LG의 입장은 모순인거 같고 기기교체해도 소용없다는걸 봤을 때는 단순한 소프트웨어 차원의 문제라고 볼 사안도 아닌거 같아요,227,2017-04-03 17:38:09.233000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=378694&sfl=wr_subject%7C%7Cwr_content&stx=g5&sop=and&page=80,160621,G5 끼리끼리 이벤트 ~,추천코드 필요하신분 G5-V9NZ7 추천부탁해요~ 기프트팩앱에서 끼리끼리에서 추천코드 입력하시면 되요~,78,2017-04-03 17:38:10.379000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=378436&sfl=wr_subject%7C%7Cwr_content&stx=g5&sop=and&page=80,160621,갤놑4S G5 둘중 고른다면..,갤노트4S 나 G5 둘중에 하나 구매 하려고 하는데요 어떤게 좋을까요?,164,2017-04-03 17:38:12.175000
