http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=2129172&sfl=wr_subject%7C%7Cwr_content&stx=g6&sop=and&page=1,17-03-30 19:27,g6 가격 떨어질까요?,g6 가격 떨어질까요? ㅎ,97,2017-03-30 20:15:01.607000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=2129164&sfl=wr_subject%7C%7Cwr_content&stx=g6&sop=and&page=1,17-03-30 19:25,g6 s8 카메라요..,g6가 듀얼이라 후면카메라는 좋은거 같은데 전면이 500만으로 s8 800 보다 별론데 멀로 해야될지.. 카메라 때문에 폰 바꿀려는건데 저렴한 g6가 나을지 s8이 나을지 참... s8 엣지라서 별로이긴한데 말이죠.. 엣지 필름 붙이면 케이스 씌울때 뜨지않나요? 엣지를 한번도 안써봐서,59,2017-03-30 20:15:01.789000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=2128649&sfl=wr_subject%7C%7Cwr_content&stx=g6&sop=and&page=1,17-03-30 15:59,g6 화면크기 어떤가요?,갤7은 좀 작아서 갤7엣지사서 쓰고 있는데 갤8은 갤7엣지보다 작고 갤8+가 갤7엣지보다 크더라구요. 갤8은 g6랑 비슷한 크기지만 조금 작은 크기인데... g6화면크기 어떤가요? 와 크다 대화면폰이다 이런느낌인가요? 아님 그냥 저냥 평범한 크기네 이런느낌인가요?,153,2017-03-30 20:15:01.970000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=2128466&sfl=wr_subject%7C%7Cwr_content&stx=g6&sop=and&page=1,17-03-30 15:02,G6은 그냥 S7이라도 견제해보려고 출시한듯,S8 출시 전 한달동안 갤7 이라도 견제해보려고 만든 한달 판매용 폰 같음 갤8은 커녕 갤7에도 못비빌 폰을 최신 플래그쉽 폰이라고 출시 했으니.. 차라리 G라인도 없애고 보급형 라인이랑 V라인만 계속 파는게 나을듯 V20은 나름 매니아층도 있고 V20만의 장점이 있어서 충분히 사서 써보고 싶은 폰인데 G6은 정말 이도저도 아닌 폰..,253,2017-03-30 20:15:02.191000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=2128431&sfl=wr_subject%7C%7Cwr_content&stx=g6&sop=and&page=1,17-03-30 14:45,v20랑 g6 s7 노트5 이 중 고르라면???,당연 g6가 나을거 같은데...현실은 그렇지 않은가봐요... s8은......앞으로 2달이내에 싸게 나올거같지는 않고....,220,2017-03-30 20:15:02.382000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=2127965&sfl=wr_subject%7C%7Cwr_content&stx=g6&sop=and&page=1,17-03-30 12:07,g6 사은품은 통신사 상관없이 받을 수 있는건가요?,5천원 내고 사는거긴 하지만.. 통신사는 상관없는거죠? 4월까지 연장이라는 것 같던데 좀 더 기다려봐야겠네요 그나저나 스크번이면 그냥 지르겠는데 스크에서 옮겨야하니 계속 기다림이네요 ㅜㅜ,186,2017-03-30 20:15:02.555000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=2127951&sfl=wr_subject%7C%7Cwr_content&stx=g6&sop=and&page=1,17-03-30 11:59,어제 ㅅㄷㄹ 다녀온 후기,학교에서 멀지 않은 곳에 ㅅㄷㄹ이 있어서 다녀와봤어요. G6 ㄹㄱㅂㅇ로 생각하고 갔는데 생각보다 가격이 비싸더라구요. 저는 ㅅㅌㅇㅈ으로 봤는데 ㅅㅋ랑 ㄹㄱ랑 제가 본 최저가 기준으로 13만원정도 차이났어요.. 처음 가보니 흥정에 정신을 못 차렸네요그래도 두세번 해보니 어떻게 돌아가는 시스템인지는 알겠던데요! 바꾸지 못해 아쉬움이 남긴 합니다..,361,2017-03-30 20:15:02.826000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=2127686&sfl=wr_subject%7C%7Cwr_content&stx=g6&sop=and&page=1,17-03-30 11:01,s8 공시지원금 얼마나 나올까요? 25만원은 되겠...죠?,g6 보니가 공시가 10얼마던데.... 요새 최신폰 트렌드가 그런가요? 갤7이 26만원~ 현재 22만원 정도니까 갤8인 25만원은 나오지 않을까요?ㅠ 스크기변 갤8+ 99만원짜리 사전예약 달리려고 합니다.... 그동안 오랜기간 고민과 괴로움의 시간을 겪었습니다. 이제 맘을 정했습니다.,295,2017-03-30 20:15:03.114000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=2127406&sfl=wr_subject%7C%7Cwr_content&stx=g6&sop=and&page=1,17-03-30 09:38,갤럭시 s8 출시되면,다른 갤럭시 폰들 좀 저렴하게 후려치는거 있을까요?,218,2017-03-30 20:15:03.318000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=2127223&sfl=wr_subject%7C%7Cwr_content&stx=g6&sop=and&page=1,17-03-30 08:33,s8 와 g6,s8 와 g6 둘중 어느걸로 바꿔야 할까요?,398,2017-03-30 20:15:03.611000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=2127106&sfl=wr_subject%7C%7Cwr_content&stx=g6&sop=and&page=1,17-03-30 07:46,G6 이제 싸지겠죠?,갤8 나오기전에 떠리 할까요? 여러분의 생각은?,610,2017-03-30 20:15:03.908000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=2126785&sfl=wr_subject%7C%7Cwr_content&stx=g6&sop=and&page=1,17-03-30 01:08,g6는 빠이빠이네요,갤8하고 이건 뭐...비교가 안되는... 출고가 차이도 얼마 안나고... g6는 이제 엄청 풀겠죠?,803,2017-03-30 20:15:04.202000
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=2126747&sfl=wr_subject%7C%7Cwr_content&stx=g6&sop=and&page=1,17-03-30 00:30,갤8/갤8+ 출고가 나왔네요~~!!,http://www.etnews.com/20170329000345 삼성전자는 다음 달 21일 국내에 갤럭시S8 64GB 모델 갤럭시S8 플러스 64GB·128GB 모델을 출시한다. 이동통신 3사와 협의해 확정한 출고가는 △갤럭시S8 64GB 모델 93만5000원 △갤럭시S8 플러스 64GB 모델 99만원 △갤럭시S8 플러스 128GB 모델 115만5000원이다. 색상은 미드나이트 블랙 오키드 그레이 아크틱 실버 코랄 블루 메이플 골드 총 다섯 가지다. 판매자님들... 힘내주세요....!!,1215,2017-03-30 20:15:04.514000
