http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=474150&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-11 19:14,저번달만해도 ...,s6꽤잇던데 이번달은 한번도 못봤네용,90,32:09.1
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=473920&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-11 18:26,강릉 좌표있나요!!!,강릉좌표원합니다..ㅠ.ㅠ 항상 택배로 샀는데~~근처에 있으면 편하기에.. ㄲㄷㅂ갠춘한곳 알려주셔요~ s7 노트5 등!!,39,32:09.3
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=473866&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-11 18:12,ㄲㅂㄷ까지 완료네요!ㅎㅎ,ㅍㄹㅇ님한테 S7 7/5일날 신청해서 다음날 잘 받고 오늘 오후 4시쯤 ㄲㅂㄷ까지 안전하게 완료되었네요ㅎㅎㅎ 맘이 놓입니다~ 엄마해드린건데 좋아하셔서 다행입니닿ㅎㅎㅎ ㄲㅂㄷ처음인데 안전하게 마무리되서 기쁘네요ㅎㅎㅎ 요즘 날씨 습하고 더운데 다들 더위조심하시길 바랍니다 ㅠㅠ,260,32:09.6
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=473621&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-11 17:04,ㅅㅋㄱㅂ 답없음 혹시 중고 A급 공기계는?,요즘 게시글 보니 ㅅㅋㄱㅂ 많이들 기다리시던데...저도 기다리고 있지만 답이없어 중고나라 노트5/S7 매물보니 미개봉도 많이 있더군요. 근데 얼마가 적당선일까요? 기변 정책 기다리다 지치네요.,112,32:09.7
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=473587&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-11 16:56,ㅋㅌㄱㅂ s7엣지 얼마가 적당한거예요?,어제 스노방에서 s7 s7엣지 23징이던데 별로인거맞죠ㅠ 몇징이 적당하다고 생각하세요? 무릎에만사도 좋겠는데.,127,32:09.9
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=473525&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-11 16:44,ㅋㅌㅂㅇ S7 했어요,ㅅㅋㄱㅂ 포기하고 ㅋㅌㅂㅇ S7 47징 59욕 부2입니다. ㅅㅋ에 위약금도 내고 그래야되지만 아무튼 시원~~하네요. ㄲㄷㅂ끝나면 후기남길게요!,319,32:10.3
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=472702&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-11 13:19,갤럭시 s7 엣지로 핸드폰을 변경하였습니다.,쓰던 핸드폰이 점점 맛이가서ㅠㅠ 삼사일 눈팅하다가 갤럭시 엣지 s7로 졸업했네요~ 오늘 개통이되었는데 혹시 꼭 확인해야 할것이나 설치해야할게 있을까요? 할부로 구입하여 할부금은 확인하였습니다~,141,32:10.4
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=472651&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-11 13:06,G5 S7...고민이네요,G5의 모듈이 땡기고 S7은 걍 땡기고...,161,32:10.6
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=472607&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-11 12:51,ㅋㅌㄱㅂ 기다리는사람 많네요,와이프꺼는 구매했는데 제꺼 때문에 빠삭을 못떠나고 있네요. 글을 읽다보면 ㅋㅌ ㄱㅂ s7 기다리는 사람이 많네요 조건이 좋지 않아 저도 계속 기다리고 있는데 슬슬 지쳐갑니다. 빨랑좀 나왔으면 좋겠는데... 날씨까지 더워서 더 지치는데 그래도 힘내서 기다려 볼랍니다. 뭐 7월달 가기전에는 한번 터지지 않겠습니까 다들 화이팅 합시다.,83,32:10.8
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=472396&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-11 11:59,S7 고민되네요~,내방 밴드에 ㅅㅋㅂㅇ s7엣지 ㅎㅇ 29떳는데 고민되네요~ 얼른바꾸고 졸업해야 겠네요ㅎ 모두 화이팅하세요ㅎ,199,32:11.0
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=472183&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-11 11:11,오늘 ㅋㅌㅂㅇ 어떤가여??,이제 스노방 입장도 끝나가는데 어여 하고 싶네여~~ㅡㅡ,122,32:11.2
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=472068&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-11 10:47,좀 전에 뜬 ㅋㅌㄱㅂ a7 어떤가요!,ㅊㅈㄱㅍㄴㅇ 탈만한건가요! 돈 좀 더 보태서 s7 기달리는게 더 좋으려나요...고민됩니다ㅜㅜ,244,32:11.4
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=471064&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-11 1:04,노트5vs갤6추천좀요,추천좀요...,144,32:11.6
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=470781&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-10 23:34,s7 6s 뭐가 좋을까요??,진짜 뭐살지 고민되요 지금까지 근4년간 노트2쓰다가 이제 바꿀려고 하는데 뭐가 좋을까요??,202,32:11.9
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=470567&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-10 22:15,S6 보조금 제한 풀린다는데,좋은 조건 올라왔으면 좋겠어요,255,32:12.1
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=470525&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-10 22:08,S7 이랑 S7엣지,일반 S7이랑 S7엣지랑 화면 크기랑 엣지 유무 차이 말고 다른점 있나요??,218,32:12.3
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=470107&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-10 20:46,S7,노트7나오면 겔7 기계값이 떨어질까요?,154,32:12.5
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=469923&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-10 20:06,ㅜㅜ노트7나오면살껄 괜히 s7으로넘맘급하게바꿧나봐요ㅜ,ㅜㅜ,297,32:12.8
http://bbasak.com/bbs/board.php?bo_table=b001&wr_id=469911&sfl=wr_subject%7C%7Cwr_content&stx=s7&sop=and&page=247,2016-07-10 20:05,S7 299요금제 조건 좋네요,번이가 40개 한달전에는 없었는디 흑ㅠ,523,32:13.1
